schema_version,record_type,source_name,source_url,title,authors,paper_url,github_url,github_stars,published_date,arxiv_id,categories,abstract,collected_at
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27397v1,Making Clinical Language Models Auditable: Concept-Guided Fine-Tuning for Robust Prediction,Jin Mu; Guanhua Chen,http://arxiv.org/abs/2608.27397v1,,,2026-08-27T17:28:35Z,2608.27397v1,cs.CL; cs.AI,"Clinical language models can achieve strong in-hospital accuracy yet fail under deployment shifts because they exploit note-specific artifacts (e.g., templates, separators, boilerplate) that do not reflect patient state. We propose CAST (Concept-guided Artifact Suppression Tuning), an SAE-based framework for auditable clinical text classification. CAST uses Sparse Autoencoders to expose sparse, human-auditable features from intermediate Transformer activations, labels SAE latents with an LLM-assisted interpretation pipeline and ICD-10 retrieval constraints, suppresses verified artifact latents via residual subtraction during fine-tuning, and provides post-hoc per-concept attributions for auditing model decisions. On MIMIC-IV discharge-note mortality prediction, CAST improves over its corresponding fine-tuned encoder baselines and remains competitive with strong LLM baselines, while producing a feature-level audit trail of the clinical concepts that support each prediction and the artifact concepts suppressed during training.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27395v1,LeVJEPA: Efficient & Scalable Video Pretraining without the Heuristics,Lukas Kuhn; Lucas Maes; Giuseppe Serra; Quentin Le Lidec; Yann LeCun; Randall Balestriero; Florian Buettner,http://arxiv.org/abs/2608.27395v1,,,2026-08-27T17:26:24Z,2608.27395v1,cs.CV; cs.AI,"Video carries the temporal structure of the physical world, yet learning representations from it has remained computationally expensive: prevailing self-supervised methods either prevent representation collapse through architectural asymmetries, coupling an exponential-moving-average target encoder, a stop-gradient, and a capacity-limited predictor, or circumvent it by reconstructing masked content in pixel space. We introduce LeVJEPA, the first video encoder trained under LeJEPA's collapse-free objective, which dispenses with both. A single encoder is trained with an invariance loss over global and local views of a clip, regularized by SIGReg, which excludes collapse with a provable guarantee. The architecture reduces to an encoder and a projector, and the objective to a single hyperparameter. This formulation admits two properties. First, the cost of pretraining is governed by the number of tokens the encoder observes; uniform random token dropping renders this number small while simultaneously improving downstream accuracy. At matched epochs on identical data, LeVJEPA matches or surpasses V-JEPA 2 across ViT-S/B/L at 5.6 to 20.8x less pretraining compute, and at matched total FLOPs it exceeds the strongest video baseline by 7.6 points on ImageNet-1K while remaining competitive on motion-centric benchmarks. Second, since no asymmetry between branches is required, the encoder can be trained with block-causal attention at no measurable accuracy cost: temporal ordering becomes a property of the encoder itself. Against a compute-matched DINOv2 trained on frames of the same videos, LeVJEPA approaches the image-pretrained encoder on appearance-centric evaluation while nearly doubling its motion-centric accuracy. These results indicate that, once its computational overhead is removed, video becomes a viable and in several respects preferable substrate for general-purpose visual pretraining.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27392v1,Property-Specific Recoverability from Contact PPG to Camera rPPG under Heterogeneous Observation Conditions,Timothy Oladunni; Farouk Ganiyu-Adewumi,http://arxiv.org/abs/2608.27392v1,,,2026-08-27T17:23:14Z,2608.27392v1,eess.SP; cs.AI,"Camera-derived remote photoplethysmography (rPPG) is commonly validated through endpoint accuracy, but endpoint performance does not establish whether other physiological properties of source contact photoplethysmography (PPG) remain preserved recording by recording. We evaluated property-specific PPG-to-rPPG recoverability on 655 recordings from the Multi-Domain Mobile Video Physiology Dataset using CHROM as a fixed camera-rPPG observation pathway. The pathway reproduced the published CHROM correlation regime, with heart-rate MAE of 15.26 bpm and Pearson correlation of 0.0801. Matched-versus-shuffled validation revealed modest recording-specific autocorrelation correspondence, while spectral and recurrence-rate measures showed little matched discrimination. Maximal Lyapunov exponents showed essentially no recording-specific PPG-to-rPPG correspondence, with correlation of 0.0231 and permutation p-value of 0.5584, despite population-level overlap. Endpoint discrepancy exhibited Fitzpatrick-associated heterogeneity after adjustment for lighting and motion, including a Fitzpatrick VI versus III contrast of 9.32 bpm, while dynamical discrepancy showed no corresponding gradient. Aggregate RGB signal-to-noise ratio did not materially account for the endpoint contrast. In subject-held-out analysis, adding motion and lighting consistently reduced MAE across linear, ridge, and random-forest learners relative to rPPG-HR-only calibration, with reductions up to 13.32 percent. These findings show that recoverability is property-specific: physiological properties differ in recording-specific preservation and dependence on observation conditions, and population-level plausibility does not establish preservation of individual recordings.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27391v1,CorporateBench: Large-Scale Q&A Benchmarking with Temporal Knowledge Bases,Sil Hamilton; Albert Yu Sun; Oscar J. Romero; Carl-Leander Henneking; David Mimno; Bishan Yang; Igor Labutov,http://arxiv.org/abs/2608.27391v1,,,2026-08-27T17:23:04Z,2608.27391v1,cs.AI; cs.CL; cs.IR; cs.LG,"LLMs are increasingly able to answer complex questions about enterprise-scale document collections. But evaluation is hard: companies don't want to share internal communications, and synthetic datasets have been overly simple. We present CorporateBench (CB), a human-validated multi-task Q&A benchmark whose scale approaches the conditions LLMs encounter in corporate communication networks, with evaluation corpora surpassing 230,000 documents. CB evaluates LLMs across two dimensions (information extraction and knowledge base querying) through four synthetically generated firms ranging from 12 to 10,000 employees. Each corpus is sampled from a temporally evolving knowledge base describing a consistent world, guaranteeing cross-document logical consistency even across hundreds of thousands of documents. We evaluate five LLMs on CB, revealing increasingly poor performance as input size approaches realistic scales. CB provides LLM developers a metric for corporate communication reasoning, filling a crucial gap in the benchmarking ecosystem.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27367v1,Successive Capacity Growth: Task-Complexity-Driven Width and Depth Expansion for Vision Transformer Encoders in JEPA World Models,Frederik Berenz,http://arxiv.org/abs/2608.27367v1,,,2026-08-27T17:04:57Z,2608.27367v1,cs.CV; cs.AI,"Joint-Embedding Predictive Architectures (JEPAs) for world modeling typically employ fixed-size Vision Transformer encoders that are over-provisioned for simple tasks and under-provisioned for complex ones, with significant redundancy across attention heads. We propose Successive Capacity Growth (SCG), a method that starts from a minimal encoder (1 head, 2 layers, 283K parameters) and grows incrementally in width (adding attention heads for low-level semantic capacity) or depth (adding transformer blocks for higher-order semantic abstraction), driven by a task-agnostic test-and-verify mechanism that exploits function-preserving expansion to safely trial architectural changes and roll back if they do not improve prediction loss. The Sketched Isotropic Gaussian Regularizer (SIGReg) ensures that all learned semantic dimensions remain statistically independent and aligned with the predictive objective, preventing collapse even as the architecture grows. On a 60-dimensional multi-object dynamics task, SCG naturally triggers depth expansion, improving prediction loss by 20.3% over the fixed small baseline with 56 times greater parameter efficiency than scaling to the fixed large model; on a 2D navigation task, a single width expansion yields even an 23% improvement over the fixed large model. Across all three tested environments of increasing complexity, the adaptive encoder matches or exceeds the fixed small baseline, with zero false-positive expansions and bit-exact function preservation (ratio = 1.0, absolute difference = 0.0). The take-away is that JEPA world model encoders need not be pre-allocated at maximum capacity - they can grow successively as the task demands, achieving significant compute and data efficiency while maintaining representation quality.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27366v1,Stageboost: Recommending Signals Based on Counterfactual Estimation,Darpan Singhal; Matan Mandelbrod; Tal Franji; Manasa Kolla; Vipul Gaba; Yuri Brovman,http://arxiv.org/abs/2608.27366v1,,,2026-08-27T17:04:45Z,2608.27366v1,cs.IR; cs.AI,"Signals are short textual or visual snippets displayed on the eBay View-Item (VI) page, providing additional, contextual information for users about the viewed item. The aim of displaying these signals is to facilitate intelligent purchase and to incentivize engagement. In this paper, we present a 2 stage xgboost based model that optimally populates the VI page with signals. This approach has shown a 0.08% lift in overall GMB (Gross Merchandise Bought) and 0.58% increase in Parts and Accessories GMB, primarily due to increase in conversion of high average price items in online experimentation.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27365v1,KnockGS:interaction-Grounded Calibrationof Physical Gaussian Representations,Chenchen Ge; Hanwen Shen; Bowen Jing; Jiyuan Cai; Xiaofeng Wang; Hongsen Lei; Weitao Zhou; Dandan Zhang; Haibao Yu,http://arxiv.org/abs/2608.27365v1,,,2026-08-27T17:03:38Z,2608.27365v1,cs.CV; cs.AI,"Physics-integrated 3D Gaussian representations now allow reconstructed deformable objects to be simulated and rendered under explicit material models. Existing pipelines, however, assume that material parameters are known or manually specified, limiting their applicability when these parameters must be inferred from observed object dynamics. We propose KnockGS, an interaction-response PhysicalGS framework that estimates the elasticity and density scales of a 3D Gaussian object from its dynamics under a known applied force. Rather than treating physical simulation only as a forward process, we turn the force-induced response into a calibration signal: temporal response features are xtracted from the observed dynamics, the two material scales are estimated from those features, and the estimate is then frozen and written back into the same simulator so that it can be tested on an interaction it was never fitted to.We evaluate the framework on both parameter recovery and response-level fidelity. The estimated scales are compared against hidden ground truth, and the re-simulated object is measured against the target using 3D particle trajectories, response-curve statistics, and rendered-frame quality. Across five held-out material targets, our method recovers the scales substantially more accurately than response retrieval, global regression, or a fixed default material, and the frozen estimate remains predictive under interactions that differ in direction and in magnitude. Interaction response therefore carries enough information to calibrate material scales in physically grounded 3D Gaussian representations.Our study is a first step toward interactive PhysicalGS systems that calibrate a Gaussian asset whose rendered appearance and simulated response are consistent.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27364v1,Sophistication in GenAI Use: Field Evidence from a Large Firm,Nicholas J. Hallman; Zachary T. Kowaleski; Anu Puvvada; Jaime J. Schmidt,http://arxiv.org/abs/2608.27364v1,,,2026-08-27T17:03:10Z,2608.27364v1,cs.AI; econ.GN,"We study how sophistication in generative AI (genAI) use varies among the back-office workforce of a large firm. Using proprietary data, we observe 713,564 employee prompts and their corresponding large language model responses from nearly 4,000 back-office employees across 15 functional areas over eight months in 2025. We document three main findings. First, senior employees exhibit more sophisticated genAI use, consistent with domain expertise complementing genAI capabilities. Second, sophistication varies considerably across functions and is highest in Strategy, Digital Innovation, and Project Management, three groups that share a focus on firmwide strategic initiatives and organizational change. Third, we observe neither improvements in sophistication over time nor lasting improvements following formal AI training, suggesting that sophisticated use can be difficult to change. Together, our study provides measures of and insights into sophisticated genAI use that managers can use to improve outcomes and that researchers can use in future research.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27358v1,RCMN: Understanding Misleadingness in Influential Public Discourse,Peiling Yi,http://arxiv.org/abs/2608.27358v1,,,2026-08-27T16:57:40Z,2608.27358v1,cs.CL; cs.AI,"Influential public discourse shapes public beliefs and can also mislead, not only through what is stated, but also through how information is framed, omitted, contextualised, and communicated. Yet less research has focused on how such misleadingness arises and shapes the interpretations formed by readers. To address this gap, we introduce Reader-Centric Misleadingness Understanding (RCMN), a framework that operationalises misleadingness through five dimensions: misleading mechanism, likely reader interpretation, evidence-warranted interpretation, emotional arousal, and communicative intent. Based on this framework, we construct an evidence-grounded dataset of influential public discourse. Empirical findings show that misleadingness is diverse and extends well beyond fabrication, with unsupported inference, exaggeration, and omission among the prevalent mechanisms, and is frequently associated with heightened emotional arousal and distortive communicative intent. Moreover, we investigate whether lightweight claim-and-context representations retain sufficient cues for understanding reader-centric misleadingness without access to richer contextual, evidential, and multimodal information. Evaluation across five recent generative foundation models shows that reader-level interpretations can often be recovered from such limited representations, whereas identifying how misleadingness is produced remains considerably more challenging. These findings highlight the potential of lightweight representations for scalable misleadingness analysis, while reliable understanding of misleading mechanisms continues to require richer contextual and evidential grounding.",2026-08-30T11:51:02.974165+00:00
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2608.27345v1,PAWBench: How Far Are We from Probabilistically Aligned World Modeling?,Yuandong Pu; Le Zhuo; Sayak Paul; Gabriel Jorge Menezes; Avram Đorđević; Shiyang Li; Yifan Zhou; Bin Fu; Wenlong Zhang; Junjun He; Yu Qiao; Yihao Liu; Jingbo Xing; Xi Chen,http://arxiv.org/abs/2608.27345v1,,,2026-08-27T16:46:38Z,2608.27345v1,cs.CV; cs.AI,"Recent video generation models are increasingly framed as world models. Many physical processes can unfold in more than one valid way. Therefore, a world model should reproduce not only a plausible trajectory, but also the distribution of possible behaviors under the same initial observation and action. We call this distribution-level requirement probabilistic alignment. However, existing evaluations largely assess individual-video plausibility and do not test whether repeated generations recover the correct distribution. This raises a central question: how far are current video generators from probabilistically aligned world modeling? To answer it, we formalize probabilistic alignment as a distributional criterion for world models and introduce PAWBench, a benchmark for evaluating video generators as stochastic samplers of world dynamics. We further introduce PAWEval, an outcome-level protocol that converts repeated video rollouts into empirical distributions over possible physical behaviors. Across 50 scenarios and eleven current systems, no model consistently matches the reference probabilities while recovering the range of valid behaviors. Having established this gap, we test whether language prompts, initial noise sampling, or model training can reshape the model's predictive distribution. We believe our work can serve as a foundation for future efforts to move towards probabilistically aligned world modeling.",2026-08-30T11:51:02.974165+00:00
